feature1,feature2,feature3,target
0.9004180571633305,0.6331014572732679,0.3390297910487007,5.278661863302254
0.3492095746126609,0.7259556788702394,0.8971102599525771,2.9139165503716864
0.8870864242651173,0.7798755458576239,0.6420316461542878,5.357859921658791
0.08413996499504883,0.16162871409461377,0.8985541885270792,-0.6735820274035821
0.6064290596595899,0.009197051616629648,0.1014715428660321,1.5794298502376463
0.6635017691080558,0.005061583846218687,0.16080805141749865,1.6381790197005666
0.5487337893665861,0.6918951976926933,0.6519612595026005,3.8764841980703495
0.22426930946055978,0.7121792213475359,0.23724908749680007,3.8202428866691047
0.3253996981592677,0.7464914051180241,0.6496328990472147,3.40730016257708
0.8492234104941779,0.6576128923003434,0.5683086033354716,4.710850224644186
0.09367476782809248,0.3677158030594335,0.26520236768172545,1.7169650729968369
0.24398964337908358,0.9730105547524456,0.3930977246667604,4.751669115682375
0.8920465551771133,0.6311386259972629,0.7948113035416484,4.296919926551361
0.5026370931051921,0.5769038846263591,0.4925176938188639,3.387176049566255
0.1952429877980445,0.7224521152615053,0.2807723624408558,3.614676694497226
0.02431596643145384,0.6454722959071678,0.17711067940704894,3.0559657052148217
0.9404585843529143,0.9539285770025874,0.9148643902204485,5.843831492529586
0.3701587002554444,0.015456616528867428,0.9283185625877254,-0.5875269781647164
0.42818414831731433,0.9666548190436696,0.9636199770892528,4.321134466707219
0.8530094554673601,0.2944488920695857,0.38509772860192526,3.2631777537094337
0.8511366715168569,0.31692200515627766,0.1694927466860925,3.8672298440892705
0.5568012624583502,0.936154774160781,0.696029796674973,4.928091389169663
0.570061170089365,0.09717649377076854,0.6150072266991697,0.9984681609724424
0.9900538501042633,0.14008401523652403,0.5183296523637367,2.6209080163311684
0.8773730719279554,0.7407686177542044,0.697015740995268,4.951630419063624
0.7024840839871093,0.35949115121975517,0.29359184426449336,3.3772400220748082
0.8093611554785136,0.8101133946791808,0.8670723185801037,4.66268373434789
0.9132405525564713,0.5113423988609378,0.5015162946871996,4.50263979016825
0.7982951789667752,0.6499639307777652,0.7019668772577033,4.140169698123774
0.795792669436101,0.8900053418175663,0.3379951568515358,6.039995542414291
0.375582952639944,0.093981939840869,0.578280140996174,0.555909362481836
0.035942273796742086,0.46559801813246016,0.5426446347075766,1.4296939120336671
0.2865412521282844,0.5908332605690108,0.03050024993904943,3.8152015410570237
0.03734818874921442,0.8226005606596583,0.3601906414112629,3.5675006376498373
0.12706051265188478,0.5222432600548044,0.7699935530986108,1.451186054747763
0.21582102749684318,0.6228904758190003,0.085347464993768,3.5014950944494116
